taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
291183	genus	Lacinutrix	3	2	2			2.00	0.00	[2, 2, 2]
227388	genus	Thermodesulfobium	2	2	2			2.00	0.00	[2, 2]
2582840	genus	Desulfocurvibacter	1	3	3			3.00	0.00	[3]
2349	genus	Haliscomenobacter	1	2	2			2.00	0.00	[2]
12914	genus	Acidianus	4	1	1			1.00	0.00	[1, 1, 1, 1]
499228	genus	Tepidanaerobacter	1	2	2			2.00	0.00	[2, 2]
252965	genus	Mahella	1	3	3			3.00	0.00	[3]
1073531	genus	Mycolicibacter	2	2	2			2.00	0.00	[2, 2]
697025	genus	Hoyosella	1	3	3			3.00	0.00	[3]
196119	genus	Methanotorris	1	2	2			2.00	0.00	[2]
416	genus	Methylomonas	6	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3]
933	genus	Thiomicrospira	3	2	4			2.67	0.94	[2, 2, 4]
254250	genus	Isoptericola	2	3	4			3.50	0.50	[3, 4]
174951	genus	Ramlibacter	1	1	2			1.50	0.00	[1, 2]
1740	genus	Thermodesulfobacterium	3	1	1			1.00	0.00	[1, 1, 1]
387342	genus	Halopiger	1	3	3			3.00	0.00	[3]
241192	genus	Thermodesulfatator	1	2	2			2.00	0.00	[2]
196136	genus	Methanosalsum	1	3	3			3.00	0.00	[3]
2351	genus	Flexistipes	1	2	2			2.00	0.00	[2]
1048757	genus	Candidatus Moranella	1	1	1			1.00	0.00	[1, 1]
189384	genus	Candidatus Tremblaya	1	2	2			2.00	0.00	[2, 2]
411566	genus	Candidatus Midichloria	1	1	1			1.00	0.00	[1]
46255	genus	Weissella	9	5	11			7.35	1.35	[5, 5, 6, 6, 6, 8, 9, 11, 9, 9, 9, 9, 9, 9, 6, 8, 8, 7, 9, 9, 8, 8]
290425	genus	Advenella	2	2	2			2.00	0.00	[2, 2]
202907	genus	Collimonas	3	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
68288	genus	Cyclobacterium	2	3	4			3.50	0.50	[3, 4]
54251	genus	Pyrolobus	1	1	1			1.00	0.00	[1]
85076	genus	Marichromatium	1	3	3			3.00	0.00	[3]
111500	genus	Muricauda	2	2	2			2.00	0.00	[2, 2]
841	genus	Roseburia	2	4	6			5.00	1.00	[4, 4, 6]
458032	genus	Chloracidobacterium	1	1	1			1.00	0.00	[1]
213485	genus	Micavibrio	1	1	1			1.00	0.00	[1, 1]
89404	genus	Glaciecola	2	3	4			3.50	0.50	[4, 3]
29574	genus	Taylorella	2	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3]
203193	genus	Halobiforma	1	3	3			3.00	0.00	[3]
76632	genus	Thermobacillus	1	5	5			5.00	0.00	[5]
13724	genus	Thiocystis	1	3	3			3.00	0.00	[3]
1082930	genus	Pelagibacterium	1	2	2			2.00	0.00	[2]
75309	genus	Rhodanobacter	2	2	2			2.00	0.00	[2, 2]
2256	genus	Natronobacterium	1	3	3			3.00	0.00	[3]
79206	genus	Desulfosporosinus	3	8	11			9.33	1.25	[11, 8, 9]
2282740	genus	Desulfallas	1	8	8			8.00	0.00	[8]
336260	genus	Thermovirga	1	3	3			3.00	0.00	[3]
146937	genus	Azospira	2	2	4			3.00	1.00	[2, 4]
267986	genus	Owenweeksia	1	2	2			2.00	0.00	[2]
1865	genus	Actinoplanes	7	3	6			5.29	1.16	[6, 6, 6, 4, 3, 6, 6, 6]
34093	genus	Simkania	1	1	1			1.00	0.00	[1]
195950	genus	Tannerella	2	2	2			2.00	0.00	[2, 2, 2, 2]
308865	genus	Elizabethkingia	7	4	5			4.86	0.35	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5]
70411	genus	Frateuria	1	4	4			4.00	0.00	[4]
466152	genus	Singulisphaera	1	8	8			8.00	0.00	[8]
929509	genus	Solitalea	1	4	4			4.00	0.00	[4]
129577	genus	Oceanimonas	1	7	7			7.00	0.00	[7]
379899	genus	Niabella	2	2	2			2.00	0.00	[2, 2]
354354	genus	Niastella	1	3	3			3.00	0.00	[3]
33951	genus	Acetobacterium	1	5	5			5.00	0.00	[5]
1007	genus	Saprospira	1	3	3			3.00	0.00	[3]
83551	genus	Parachlamydia	1	3	3			3.00	0.00	[3]
160798	genus	Marinitoga	2	3	3			3.00	0.00	[3, 3]
83461	genus	Corallococcus	1	3	3			3.00	0.00	[3, 3]
795750	genus	Ignavibacterium	1	1	1			1.00	0.00	[1]
685950	genus	Fervidicoccus	1	1	1			1.00	0.00	[1]
586	genus	Providencia	6	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
40222	genus	Methylophaga	2	3	3			3.00	0.00	[3, 3]
1335483	genus	Shimwellia	1	8	8			8.00	0.00	[8, 8, 8]
47420	genus	Hydrogenophaga	5	1	2			1.80	0.40	[1, 2, 2, 2, 2]
171436	genus	Tistrella	1	4	4			4.00	0.00	[4]
477695	genus	Thermogladius	1	1	1			1.00	0.00	[1]
239759	genus	Alistipes	8	2	3			2.12	0.33	[2, 2, 2, 2, 2, 2, 2, 3]
153265	genus	Aequorivita	2	2	2			2.00	0.00	[2, 2]
232244	genus	Belliella	1	4	4			4.00	0.00	[4]
28250	genus	Ornithobacterium	1	3	3			3.00	0.00	[3, 3, 3]
1937972	genus	Bernardetia	1	3	3			3.00	0.00	[3]
338321	genus	Turneriella	1	2	2			2.00	0.00	[2]
49894	genus	Acetomicrobium	1	2	2			2.00	0.00	[2]
2357	genus	Desulfomonile	1	1	1			1.00	0.00	[1]
2063	genus	Kitasatospora	4	6	11			8.75	1.79	[9, 6, 9, 11]
1647	genus	Erysipelothrix	3	3	9			4.46	1.42	[7, 3, 9, 5, 5, 7, 6, 9, 4, 3]
49082	genus	Candidatus Arthromitus	3	5	6			5.17	0.24	[6, 5, 5, 5]
29404	genus	Microlunatus	2	1	1			1.00	0.00	[1, 1]
648800	genus	Solibacillus	2	12	12			12.00	0.00	[12, 12, 12]
365348	genus	Pelosinus	2	9	15			12.00	3.00	[9, 15]
1912217	genus	Pseudopropionibacterium	1	2	2			2.00	0.00	[2, 2, 2, 2]
1134403	genus	Melioribacter	1	1	1			1.00	0.00	[1]
1330547	genus	Kosakonia	6	5	7			6.67	0.75	[7, 7, 7, 7, 7, 5, 7, 7, 7, 7]
233191	genus	Caldilinea	1	2	2			2.00	0.00	[2]
568394	genus	Pseudogulbenkiania	1	8	8			8.00	0.00	[8]
459786	genus	Oscillibacter	2	3	3			3.00	0.00	[3, 3]
51668	genus	Tetragenococcus	3	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5]
38501	genus	Blastococcus	1	3	3			3.00	0.00	[3]
666508	genus	Phycisphaera	1	1	1			1.00	0.00	[1]
28067	genus	Rubrivivax	1	3	3			3.00	0.00	[3]
179	genus	Leptospirillum	3	2	3			2.33	0.47	[3, 2, 2, 2]
693074	genus	Caldisericum	1	1	1			1.00	0.00	[1]
1612157	genus	Pararhodospirillum	1	1	1			1.00	0.00	[1]
45667	genus	Halobacillus	3	7	8			7.33	0.47	[7, 7, 7, 8]
581	genus	Morganella	1	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
235572	genus	Candidatus Portiera	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
935200	genus	Sulfuricella	1	2	2			2.00	0.00	[2]
1505664	genus	Gottschalkia	1	6	6			6.00	0.00	[6]
34067	genus	Cycloclasticus	3	1	2			1.33	0.47	[1, 1, 2]
168934	genus	Thalassospira	3	4	6			4.67	0.94	[4, 6, 4]
1291539	genus	Candidatus Methanomethylophilus	1	1	1			1.00	0.00	[1, 1, 1]
1237	genus	Piscirickettsia	1	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
497726	genus	Nitrososphaera	3	1	1			1.00	0.00	[1, 1, 1]
133	genus	Methylocystis	3	1	2			1.33	0.47	[1, 2, 1]
273135	genus	Candidatus Cardinium	3	1	1			1.00	0.00	[1, 1, 1]
56112	genus	Dehalobacter	3	3	4			3.33	0.47	[3, 3, 4]
447467	genus	Simiduia	1	3	3			3.00	0.00	[3]
140458	genus	Thermacetogenium	1	3	3			3.00	0.00	[3]
88138	genus	Modestobacter	1	3	3			3.00	0.00	[3]
28222	genus	Desulfobacula	1	4	4			4.00	0.00	[4]
29331	genus	Amphibacillus	1	6	6			6.00	0.00	[6]
1912215	genus	Acidipropionibacterium	3	3	5			3.46	0.49	[4, 4, 4, 5, 4, 4, 4, 3, 3, 3, 3, 4]
1163	genus	Anabaena	3	4	5			4.67	0.47	[5, 4, 5]
167375	genus	Cyanobium	2	2	3			2.50	0.50	[2, 3]
1186	genus	Calothrix	7	1	5			3.43	1.18	[3, 4, 1, 4, 3, 5, 4]
47251	genus	Leptolyngbya	4	2	4			2.58	0.59	[2, 2, 3, 3, 3, 4]
373984	genus	Rivularia	1	3	3			3.00	0.00	[3]
44474	genus	Pleurocapsa	1	3	3			3.00	0.00	[3]
63132	genus	Geitlerinema	1	3	3			3.00	0.00	[3]
1152	genus	Pseudanabaena	2	2	3			2.50	0.50	[2, 3]
1158	genus	Oscillatoria	2	2	3			2.50	0.50	[3, 2]
54298	genus	Chroococcidiopsis	1	3	3			3.00	0.00	[3]
241421	genus	Crinalium	1	4	4			4.00	0.00	[4]
44471	genus	Microcoleus	1	4	4			4.00	0.00	[4]
102231	genus	Gloeocapsa	1	2	2			2.00	0.00	[2]
102115	genus	Stanieria	2	2	2			2.00	0.00	[2, 2]
13034	genus	Dactylococcopsis	1	3	3			3.00	0.00	[3]
76023	genus	Halothece	1	3	3			3.00	0.00	[3]
102234	genus	Cyanobacterium	1	3	3			3.00	0.00	[3]
200414	genus	Caldisphaera	1	1	1			1.00	0.00	[1]
33055	genus	Candidatus Kinetoplastibacterium	6	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3]
1263978	genus	Candidatus Endolissoclinum	1	1	1			1.00	0.00	[1, 1]
1335745	genus	Spiribacter	3	1	1			1.00	0.00	[1, 1, 1]
390846	genus	Echinicola	4	4	4			4.00	0.00	[4, 4, 4, 4]
156885	genus	Thioflavicoccus	1	2	2			2.00	0.00	[2]
332951	genus	Halovivax	1	2	2			2.00	0.00	[2]
42417	genus	Halobacteroides	1	5	5			5.00	0.00	[5]
101191	genus	Methanomethylovorans	1	2	2			2.00	0.00	[2]
29287	genus	Natronococcus	1	4	4			4.00	0.00	[4]
2071	genus	Saccharothrix	1	4	4			4.00	0.00	[4]
2304691	genus	Thermoclostridium	1	3	3			3.00	0.00	[3, 3, 3, 3]
363408	genus	Nonlabens	5	2	3			2.60	0.49	[2, 3, 3, 3, 2]
53318	genus	Desulfocapsa	1	3	3			3.00	0.00	[3]
476528	genus	Bibersteinia	1	6	6			6.00	0.00	[6, 6, 6, 6]
1621534	genus	Paraglaciecola	1	6	6			6.00	0.00	[6]
75984	genus	Mannheimia	3	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
187492	genus	Thalassolituus	1	3	4			3.67	0.00	[4, 4, 3]
160674	genus	Raoultella	6	8	8			8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
1649279	genus	Epibacterium	1	4	5			4.50	0.00	[4, 5]
1331051	genus	Candidatus Saccharimonas	1	1	1			1.00	0.00	[1]
1269201	genus	Salinarchaeum	1	1	1			1.00	0.00	[1]
1080709	genus	Methanomassiliicoccus	1	1	1			1.00	0.00	[1, 1]
1381133	genus	Candidatus Profftella	1	1	1			1.00	0.00	[1, 1]
1301080	genus	Candidatus Nasuia	1	1	1			1.00	0.00	[1, 1, 1]
1436289	genus	Candidatus Symbiobacter	1	2	2			2.00	0.00	[2]
447020	genus	Adlercreutzia	1	2	2			2.00	0.00	[2]
93217	genus	Pandoraea	10	2	4			3.76	0.60	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4]
1616789	genus	Salinispira	1	2	2			2.00	0.00	[2]
191028	genus	Leisingera	4	4	5			4.25	0.43	[5, 4, 4, 4]
397864	genus	Barnesiella	1	5	5			5.00	0.00	[5]
1551504	genus	Candidatus Babela	1	1	1			1.00	0.00	[1]
353799	genus	Halostagnicola	1	2	2			2.00	0.00	[2]
1745211	genus	Chania	1	7	7			7.00	0.00	[7]
1706036	genus	Gemmatirosa	1	2	2			2.00	0.00	[2]
43356	genus	Kutzneria	1	3	3			3.00	0.00	[3]
89966	genus	Hymenobacter	13	2	4			3.00	0.55	[3, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3]
295595	genus	Candidatus Hepatoplasma	1	1	1			1.00	0.00	[1]
159345	genus	Roseibacterium	1	2	2			2.00	0.00	[2]
568	genus	Hafnia	3	7	8			7.87	0.19	[8, 7, 8, 7, 8, 8, 8]
1481960	genus	Peptoclostridium	1	7	7			7.00	0.00	[7]
1193503	genus	Gilliamella	1	4	4			4.00	0.00	[4]
1193515	genus	Snodgrassella	1	4	4			4.00	0.00	[4]
1069494	genus	Trueperella	2	1	3			2.25	0.25	[2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2]
359336	genus	Castellaniella	1	2	2			2.00	0.00	[2]
1471399	genus	Draconibacterium	1	2	2			2.00	0.00	[2]
112987	genus	Neochlamydia	1	2	2			2.00	0.00	[2]
106591	genus	Ensifer	3	3	5			3.67	0.94	[5, 3, 3]
529883	genus	Rhodoluna	3	1	1			1.00	0.00	[1, 1, 1, 1, 1]
1940138	genus	Candidatus Walczuchella	1	1	1			1.00	0.00	[1]
1611681	genus	Mucinivorans	1	2	2			2.00	0.00	[2]
1653174	genus	Actinotignum	1	3	3			3.00	0.00	[3]
1005038	genus	Fimbriimonas	1	2	2			2.00	0.00	[2]
84406	genus	Virgibacillus	8	6	8			6.62	0.70	[7, 8, 8, 6, 7, 7, 6, 6, 6]
459532	genus	Terribacillus	1	8	8			8.00	0.00	[8]
231454	genus	Dyella	3	2	2			2.00	0.00	[2, 2, 2]
57495	genus	Dermacoccus	2	3	3			3.00	0.00	[3, 3]
83867	genus	Palaeococcus	1	2	2			2.00	0.00	[2]
1543705	genus	Nitrospirillum	1	5	5			5.00	0.00	[5]
1525371	genus	Neorhizobium	3	3	4			3.67	0.47	[3, 3, 4, 4]
1055688	genus	Sandaracinus	1	2	2			2.00	0.00	[2]
1521255	genus	Candidatus Paracaedibacter	1	2	2			2.00	0.00	[2]
1472344	genus	Basilea	1	3	3			3.00	0.00	[3]
33969	genus	Melissococcus	1	4	4			4.00	0.00	[4, 4]
1912503	genus	Candidatus Izimaplasma	1	1	1			1.00	0.00	[1]
158483	genus	Cedecea	2	7	7			7.00	0.00	[7, 7, 7, 7, 7]
2034	genus	Curtobacterium	5	3	4			3.40	0.49	[4, 3, 3, 4, 3]
2044	genus	Pimelobacter	1	2	2			2.00	0.00	[2]
1372	genus	Planococcus	13	2	11			8.62	2.02	[8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 9, 2]
190818	genus	Geoglobus	2	1	1			1.00	0.00	[1, 1]
543311	genus	Parvimonas	1	3	3			3.00	0.00	[3, 3, 3]
1607807	genus	Candidatus Methanoplasma	1	1	1			1.00	0.00	[1]
76831	genus	Myroides	4	5	9			7.75	1.64	[8, 5, 9, 9, 9]
1335631	genus	Frischella	1	4	4			4.00	0.00	[4]
1593364	genus	Candidatus Nitrosopelagicus	1	1	1			1.00	0.00	[1]
1579315	genus	Halocynthiibacter	1	3	3			3.00	0.00	[3]
1869285	genus	Allofrancisella	1	3	3			3.00	0.00	[3]
157226	genus	Jeotgalibacillus	1	9	9			9.00	0.00	[9]
875170	genus	Celeribacter	4	2	3			2.25	0.43	[2, 2, 3, 2]
392332	genus	Geoalkalibacter	1	3	3			3.00	0.00	[3]
1484898	genus	Methyloceanibacter	2	1	1			1.00	0.00	[1, 1]
409304	genus	Candidatus Ishikawaella	1	3	3			3.00	0.00	[3]
1608298	genus	Thiolapillus	1	1	1			1.00	0.00	[1]
1054211	genus	Sulfuritalea	1	2	2			2.00	0.00	[2]
286104	genus	Winogradskyella	2	2	2			2.00	0.00	[2, 2]
1682492	genus	Candidatus Tachikawaea	1	3	3			3.00	0.00	[3]
40751	genus	Thioploca	1	1	1			1.00	0.00	[1]
2490452	genus	Serpentinomonas	2	2	2			2.00	0.00	[2, 2]
336809	genus	Candidatus Sulcia	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
59732	genus	Chryseobacterium	34	2	8			5.05	1.71	[6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 4, 5, 3, 6, 5, 5, 4, 6, 7, 7, 7, 7, 7, 8, 6, 6, 7, 6, 6, 7, 7, 8, 4, 2, 2, 2, 2, 3, 4, 4, 4, 3, 3, 6, 5, 3, 2]
33886	genus	Rathayibacter	5	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
1445504	genus	Gynuella	1	4	4			4.00	0.00	[4]
1204360	genus	Siansivirga	1	3	3			3.00	0.00	[3]
2078575	genus	Psychromicrobium	1	2	2			2.00	0.00	[2]
162289	genus	Peptoniphilus	3	3	4			3.33	0.47	[4, 3, 3]
1679002	genus	Candidatus Methylopumilus	2	1	2			1.50	0.50	[2, 1]
1495768	genus	Candidatus Evansia	1	1	1			1.00	0.00	[1]
1784836	genus	Fermentimonas	1	2	2			2.00	0.00	[2]
465	genus	Tatlockia	1	3	3			3.00	0.00	[3, 3, 3]
1511648	genus	Defluviitoga	1	3	3			3.00	0.00	[3]
58050	genus	Moritella	3	11	17			14.67	2.62	[11, 17, 16]
1825023	genus	Candidatus Nitrosotenuis	2	1	1			1.00	0.00	[1, 1]
293088	genus	Martelella	3	2	3			2.67	0.47	[3, 3, 2]
507	genus	Alcaligenes	2	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3]
188907	genus	Oleispira	1	5	5			5.00	0.00	[5]
1182780	genus	Magnetospira	1	2	2			2.00	0.00	[2]
39773	genus	Methylomicrobium	3	3	3			3.00	0.00	[3, 3, 3]
168808	genus	Sneathia	1	3	3			3.00	0.00	[3]
112040	genus	Zobellia	1	2	2			2.00	0.00	[2]
323449	genus	Pontibacter	3	4	5			4.33	0.47	[4, 4, 5]
107	genus	Spirosoma	6	1	3			2.67	0.75	[3, 3, 3, 3, 1, 3]
1443590	genus	Ferriphaselus	1	3	3			3.00	0.00	[3]
119044	genus	Filomicrobium	1	1	1			1.00	0.00	[1, 1]
45669	genus	Salinicoccus	1	4	4			4.00	0.00	[4]
349742	genus	Sedimenticola	1	2	2			2.00	0.00	[2]
361177	genus	Altererythrobacter	8	1	2			1.25	0.43	[2, 1, 1, 1, 1, 1, 1, 2]
630749	genus	Spongiibacter	1	2	2			2.00	0.00	[2]
1656823	genus	Halanaeroarchaeum	1	1	1			1.00	0.00	[1, 1]
274591	genus	Hoeflea	1	1	1			1.00	0.00	[1]
1921784	genus	Kiritimatiella	1	1	1			1.00	0.00	[1]
447792	genus	Phytobacter	1	7	7			7.00	0.00	[7]
82984	genus	Pragia	2	7	7			7.00	0.00	[7, 7, 7]
47	genus	Archangium	1	3	3			3.00	0.00	[3]
1408194	genus	Endomicrobium	2	1	1			1.00	0.00	[1, 1]
1295327	genus	Croceicoccus	2	1	2			1.50	0.50	[1, 2]
196082	genus	Parascardovia	1	2	2			2.00	0.00	[2]
196081	genus	Scardovia	1	2	2			2.00	0.00	[2]
367771	genus	Marinovum	1	2	2			2.00	0.00	[2]
1379908	genus	Rufibacter	3	2	4			3.00	0.82	[2, 4, 3]
16	genus	Methylophilus	1	2	2			2.00	0.00	[2]
2023	genus	Thermoactinomyces	1	7	7			7.00	0.00	[7, 7]
1676142	genus	Wenzhouxiangella	1	1	1			1.00	0.00	[1]
50	genus	Chondromyces	1	3	3			3.00	0.00	[3]
267408	genus	Arsenicicoccus	1	2	2			2.00	0.00	[2]
745364	genus	Luteipulveratus	1	2	2			2.00	0.00	[2]
149698	genus	Massilia	9	6	9			7.33	0.82	[7, 8, 7, 6, 7, 7, 8, 7, 9]
2529408	genus	Schaalia	3	3	4			3.33	0.47	[3, 3, 4]
219181	genus	Ottowia	2	2	3			2.50	0.50	[3, 2]
1524214	genus	Vulgatibacter	1	3	3			3.00	0.00	[3]
1524217	genus	Labilithrix	1	4	4			4.00	0.00	[4]
1849530	genus	Oblitimonas	1	3	5			4.33	0.00	[5, 3, 5, 4, 4, 5]
28209	genus	Chelatococcus	2	2	2			2.00	0.00	[2, 2]
890	genus	Desulfuromonas	2	2	2			2.00	0.00	[2, 2]
655184	genus	Candidatus Thioglobus	3	1	1			1.00	0.00	[1, 1, 1]
1847725	genus	Lawsonella	1	2	2			2.00	0.00	[2, 2]
2029	genus	Kibdelosporangium	1	3	3			3.00	0.00	[3]
906	genus	Megasphaera	3	6	7			6.33	0.47	[7, 7, 7, 6, 6]
72173	genus	Citromicrobium	1	1	1			1.00	0.00	[1]
1021	genus	Beggiatoa	1	2	2			2.00	0.00	[2, 2]
1609958	genus	Confluentimicrobium	1	2	2			2.00	0.00	[2]
175304	genus	Lentibacillus	1	6	6			6.00	0.00	[6]
261827	genus	Algibacter	1	2	2			2.00	0.00	[2]
134550	genus	Candidatus Xiphinematobacter	1	1	1			1.00	0.00	[1]
59282	genus	Blastochloris	2	2	3			2.50	0.50	[3, 3, 3, 2]
46913	genus	Devosia	4	1	3			2.00	0.71	[2, 2, 3, 1]
665874	genus	Limnohabitans	2	2	3			2.50	0.50	[3, 2]
2308	genus	Pyrodictium	1	1	1			1.00	0.00	[1]
261825	genus	Agarivorans	1	7	7			7.00	0.00	[7]
389486	genus	Sediminicola	1	3	3			3.00	0.00	[3]
55079	genus	Aneurinibacillus	2	11	17			14.00	3.00	[11, 17]
68	genus	Lysobacter	7	2	3			2.07	0.17	[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]
414371	genus	Aureimonas	1	1	1			1.00	0.00	[1]
1970191	genus	Salinivirga	1	3	3			3.00	0.00	[3]
1524249	genus	Pseudohongiella	1	2	2			2.00	0.00	[2]
1392389	genus	Intestinimonas	1	2	2			2.00	0.00	[2, 2]
1751872	genus	Lacimicrobium	1	4	4			4.00	0.00	[4]
318147	genus	Paucibacter	1	6	6			6.00	0.00	[6]
104267	genus	Tenacibaculum	5	3	10			5.40	2.58	[10, 3, 6, 6, 5, 3]
93681	genus	Roseateles	1	4	4			4.00	0.00	[4]
227873	genus	Pannonibacter	1	3	3			3.00	0.00	[3, 3]
282132	genus	Candidatus Protochlamydia	1	4	4			4.00	0.00	[4]
2040	genus	Aeromicrobium	3	2	2			2.00	0.00	[2, 2, 2]
83654	genus	Leclercia	5	8	8			8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
637	genus	Arsenophonus	3	1	7			3.00	2.83	[1, 7, 1]
1649	genus	Kurthia	2	9	9			9.00	0.00	[9, 9]
518733	genus	Microterricola	1	3	3			3.00	0.00	[3]
358023	genus	Lutibacter	2	2	2			2.00	0.00	[2, 2]
191303	genus	Turicibacter	1	12	12			12.00	0.00	[12]
1676651	genus	Limnochorda	1	2	2			2.00	0.00	[2]
412592	genus	Thermosulfidibacter	1	1	1			1.00	0.00	[1]
91914	genus	Asaia	1	5	5			5.00	0.00	[5]
34008	genus	Rhodovulum	3	3	3			3.00	0.00	[3, 3, 3, 3, 3]
669357	genus	Geminocystis	2	3	3			3.00	0.00	[3, 3]
444090	genus	Caldimicrobium	1	1	1			1.00	0.00	[1]
1190	genus	Fischerella	1	4	4			4.00	0.00	[4]
1378	genus	Gemella	4	4	4			4.00	0.00	[4, 4, 4, 4]
246861	genus	Grimontia	1	9	9			9.00	0.00	[9]
2039240	genus	Anaerotignum	1	7	7			7.00	0.00	[7]
85413	genus	Bosea	6	1	3			2.00	0.58	[1, 2, 2, 2, 2, 3]
1729679	genus	Faecalibaculum	1	14	14			14.00	0.00	[14]
596707	genus	Sinomonas	1	4	4			4.00	0.00	[4]
447237	genus	Frondihabitans	2	2	2			2.00	0.00	[2, 2]
29407	genus	Rhodoplanes	1	1	1			1.00	0.00	[1]
478070	genus	Labrenzia	4	3	3			3.00	0.00	[3, 3, 3, 3]
469322	genus	Steroidobacter	1	1	1			1.00	0.00	[1]
82982	genus	Obesumbacterium	1	8	8			8.00	0.00	[8]
1434050	genus	Zhongshania	1	3	3			3.00	0.00	[3]
1434046	genus	Sphingorhabdus	3	2	2			2.00	0.00	[2, 2, 2]
1569	genus	Sporosarcina	6	7	10			8.50	0.76	[10, 8, 7, 8, 8, 9, 8, 9, 8]
246875	genus	Algoriphagus	1	3	3			3.00	0.00	[3]
423349	genus	Mucilaginibacter	8	2	4			2.81	0.50	[3, 3, 2, 4, 3, 3, 3, 2, 3]
31988	genus	Aminobacter	2	2	3			2.50	0.50	[3, 2, 2]
1696	genus	Brevibacterium	3	2	4			3.33	0.94	[4, 4, 4, 4, 4, 4, 4, 4, 4, 2]
118	genus	Planctomyces	2	2	4			3.00	1.00	[2, 4]
113	genus	Gemmata	2	3	5			4.00	1.00	[3, 5, 5]
1804663	genus	Haematospirillum	1	5	5			5.00	0.00	[5]
648802	genus	Rummeliibacillus	1	12	12			12.00	0.00	[12]
48073	genus	Microbulbifer	5	3	5			3.80	0.75	[3, 4, 3, 5, 4]
2004797	genus	Luteitalea	1	1	1			1.00	0.00	[1]
1097466	genus	Defluviimonas	1	2	2			2.00	0.00	[2]
1329200	genus	Fictibacillus	2	7	7			7.00	0.00	[7, 7]
323413	genus	Dokdonella	1	2	2			2.00	0.00	[2]
1051	genus	Ectothiorhodospira	1	2	2			2.00	0.00	[2]
79603	genus	Denitrobacterium	1	3	3			3.00	0.00	[3]
398041	genus	Flavisolibacter	3	1	3			2.33	0.94	[3, 3, 1]
376488	genus	Halotalea	1	6	6			6.00	0.00	[6]
48075	genus	Marinobacterium	1	6	6			6.00	0.00	[6]
1330545	genus	Lelliottia	4	7	8			7.75	0.43	[7, 7, 7, 8, 8, 8]
323620	genus	Shinella	1	3	3			3.00	0.00	[3]
65047	genus	Mitsuaria	1	2	2			2.00	0.00	[2]
1769012	genus	Arachidicoccus	4	1	4			2.50	1.12	[1, 2, 4, 3]
37914	genus	Dietzia	5	2	4			3.00	0.89	[2, 4, 2, 4, 3]
33877	genus	Agromyces	5	2	3			2.40	0.49	[3, 2, 2, 3, 2]
1111	genus	Porphyrobacter	4	1	2			1.25	0.43	[2, 1, 1, 1]
1738655	genus	Woeseia	1	1	1			1.00	0.00	[1]
36739	genus	Dermabacter	2	3	3			3.00	0.00	[3, 3, 3]
69578	genus	Cryobacterium	3	3	3			3.00	0.00	[3, 3, 3]
59739	genus	Flammeovirga	2	8	10			9.00	1.00	[8, 10]
265976	genus	Serinicoccus	5	2	2			2.00	0.00	[2, 2, 2, 2, 2]
